,pr,re,f1,auc,ap
0,0.9230851748551813,0.5964097588023288,0.7246315789473684,0.427326497342847,0.9404658017283212
1,0.92574202802604,0.5815081785417244,0.7143161210676429,0.45550761144857377,0.9449461637294512
2,0.9354091908785739,0.5600914887718326,0.700654614817705,0.4910592056941937,0.9499805051247563
3,0.9455528846153847,0.5452592181868589,0.6916652013363811,0.520705515573215,0.9537139870729071
4,0.9553191489361702,0.5290407540892709,0.6809706485859577,0.5477127883967141,0.9565637391729928
5,0.9540450588837686,0.5165650124757416,0.6702338129496404,0.5411558699987415,0.9556902117512303
6,0.9610456839653164,0.5146936512337122,0.6703678627849244,0.5641958369885661,0.9588098940564447
7,0.9586776859504132,0.5065151095092875,0.6628270826719876,0.561474143721651,0.9575518248653692
8,0.9592161016949152,0.5020792902689215,0.6591446769790719,0.5677562465633632,0.9587470062055039
9,0.9610679994738919,0.5064457998336568,0.6633380236938858,0.5738097659409946,0.9595237618100536
10,0.960079575596817,0.501732741890768,0.6590495265841224,0.5728373919622931,0.9592452478339482
11,0.9566413413675662,0.506168561131134,0.6620433324267972,0.554782644549521,0.9563644322777753
12,0.9589257503949447,0.5048516772941503,0.661460225208863,0.5582317047841676,0.9571000346895567
13,0.956140350877193,0.506168561131134,0.6619233209462523,0.5553760076826814,0.9565377266041561
14,0.9578933814061292,0.5155946770169115,0.6703613589258358,0.5605956955075945,0.9575127492371249
15,0.956748987325232,0.5074854449681175,0.6631946016937639,0.5511790798936709,0.9563922240663629
16,0.9566627741014662,0.5110202384252842,0.6661847752428282,0.5493968365864008,0.9550170450201522
17,0.953783713013878,0.5049209869697809,0.6602918517175744,0.5366310866741726,0.9548480513916954
18,0.957251507998951,0.5059606321042418,0.6620114264985945,0.5611990204642778,0.9579748540648702
19,0.9546345927572232,0.5060992514555032,0.6615029215926077,0.5436047862292674,0.9545368270852848
20,0.9582572397599791,0.5091488771832547,0.6649769168099937,0.5526893538799725,0.9555376318091828
21,0.9570544065340535,0.5035347934571667,0.6598846450792498,0.5507544908208143,0.954824977602084
22,0.9554082163286531,0.5093568062101469,0.6644665461121158,0.5363151160940913,0.9523050884138945
23,0.9541199736321687,0.5015941225395065,0.6575205560350702,0.5412780658031138,0.9539638012496756
24,0.953206465067779,0.5068616578874411,0.6618099547511312,0.5374829572046216,0.9528980647397599
25,0.9561575709985604,0.5063764901580261,0.6621052154606009,0.5471911196228076,0.9542730139519484
26,0.9562655492994632,0.506168561131134,0.6619533197371403,0.5458386963073097,0.9536083343150581
27,0.9525316455696202,0.5006930967563071,0.6563692531346538,0.5354162057560417,0.9522998388588421
28,0.9565958562811434,0.5056140837260882,0.6615579940146912,0.5569805535973797,0.9561200875520454
29,0.9533739152959462,0.5101885223177155,0.6646801209986907,0.532801323237865,0.9527172654030862
30,0.9533428906555454,0.5070002772387026,0.661960997239944,0.529906317319234,0.9522990306557457
31,0.9507940640458215,0.5062378708067646,0.6606965174129353,0.5289118657856978,0.952024017661296
32,0.9525823401255927,0.5151788189631272,0.668705861184832,0.5347584946276924,0.9522115649114099
33,0.9497286120444559,0.5093568062101469,0.6630876116574934,0.5229558491981463,0.9519650494782825
34,0.9508894044856921,0.511297477127807,0.6650139727756244,0.5195415591892322,0.9514921349152792
35,0.9513054830287206,0.5050596063210424,0.6598152843172763,0.5279777621328856,0.9519114172772946
36,0.9510862495121634,0.5067230385361796,0.6611801944381641,0.5294313037265375,0.9521137211590591
37,0.9539284782041243,0.5065844191849183,0.6617473970122227,0.5369564036755514,0.9529867072427894
38,0.9499934717326022,0.5042971998891045,0.6588490967537466,0.5213456492755024,0.9518333855812011
39,0.9521052631578948,0.5015248128638758,0.656982022879971,0.5295898851874838,0.9535049374886013
40,0.9492177141341819,0.4961879678403105,0.6517068730086482,0.528594241312136,0.9527562502420979
41,0.9500260960334029,0.5046437482672581,0.6591526344378056,0.5231389313601897,0.9519584595941288
42,0.9518197124724777,0.5093568062101469,0.6635965506343401,0.528104573453948,0.9517155164285503
43,0.9455136540962289,0.503950651510951,0.6574735509539742,0.5051948409600644,0.9485802830880177
44,0.9507899507899508,0.5088716384807319,0.6629345372460497,0.5230300436289408,0.9518967556622072
45,0.9450391644908617,0.501732741890768,0.6554690329590728,0.5057632418404587,0.9491593199848756
46,0.947167325428195,0.49826725810923206,0.6530111726769007,0.5151848191348244,0.9498718444924691
47,0.9472932623653122,0.5057527030773497,0.6594369888391849,0.5155279443380996,0.9520599972381258
48,0.9513303917636048,0.4931383421125589,0.6495640662801845,0.5186612263058604,0.9508501274229115
49,0.9499008592200925,0.4980593290823399,0.6534806529350248,0.5233605146239569,0.9511962332786962
50,0.9459174251418019,0.4970196839478791,0.6516425098823209,0.5096555455279181,0.9503855197053712
51,0.9511468187119347,0.5087330191294704,0.6629035899751637,0.5236907163804995,0.9509626173790019
52,0.9503630363036304,0.49896035486553925,0.6543653138208426,0.5212150686158097,0.9506539355945378
53,0.9493687532877433,0.5003465483781536,0.655319535221496,0.515691102853097,0.9506554150182389
54,0.9474953120814359,0.4902966454116995,0.6462044395724856,0.5083145456162284,0.9499031755752887
55,0.9453617935293328,0.4880787357915165,0.6437811400100562,0.5040759627890891,0.9491437237893163
56,0.9453406212504999,0.49147490989742165,0.6467235168042318,0.5044955517188646,0.9487330618213909
57,0.9483479433580579,0.4873856390352093,0.6438676006043126,0.5140046699797871,0.950164110251914
58,0.9470985155195681,0.48641530357637924,0.6427328509936807,0.5060915589276862,0.9495326645536182
59,0.9464743157610894,0.4865539229276407,0.6427100022888533,0.507216052643968,0.9490546034306719
60,0.9457343412526998,0.48558358746881064,0.6416926176955486,0.5022895270541587,0.9501958825321677
61,0.944729569680221,0.49757416135292487,0.6518363826213284,0.5023797604054515,0.9495738546699041
62,0.9468737762694165,0.5027723870252288,0.6567975010186065,0.5028161575085071,0.949877185180362
63,0.9442834562697576,0.4968810645966177,0.6511353315168029,0.5012139578147928,0.9497044300619397
64,0.948301329394387,0.4894649293041309,0.6456685714285714,0.5141317890019622,0.9504097788171321
65,0.9457268480351745,0.47705849736623235,0.6342025246475629,0.5101787912700271,0.950193341954654
66,0.9496777732071849,0.4800388134183532,0.6377238617006583,0.5219833213688884,0.9524139460802961
67,0.9514070006863418,0.4803853617965068,0.638419380094874,0.5149412737041399,0.9516354347663543
68,0.9415437757406669,0.4911976711948988,0.6455932589387383,0.4980042121205315,0.9495793861931678
69,0.9458041958041958,0.48745494871084005,0.6433406512989389,0.512315890885493,0.9524192384453829
70,0.9425707706894216,0.4823260327141669,0.6381183806336252,0.49776528220653704,0.948572705566071
71,0.947248322147651,0.48911838092597726,0.6451229545662309,0.5085205130485273,0.950189980161348
72,0.9446016983420946,0.48572220682007206,0.641552615919806,0.5025336109617906,0.9501898124525598
73,0.9490835030549898,0.48447463265871915,0.6414903868214564,0.512635861580039,0.9510605788502027
74,0.9482262703739214,0.47983088439146104,0.6372129412306134,0.5255892322457227,0.9537377335370756
75,0.9485627836611196,0.47802883282506237,0.6356974975805337,0.5165970903167383,0.951747745646716
76,0.942670832767287,0.48093983920155253,0.6369268897149938,0.49741015665986754,0.9489765332756976
77,0.9508903728436283,0.4737316329359579,0.6324019245003701,0.5192199346012055,0.9521354613751334
78,0.9493635860542335,0.47560299417798724,0.6337273734761728,0.5076202949807487,0.9507197250187263
79,0.9463229078613694,0.46555309121153315,0.6240825048778221,0.5040402309973793,0.9497244149691222
80,0.9488548545735562,0.46804823953423896,0.6268739846832212,0.5182716766972101,0.951499085894969
81,0.9463050096872405,0.47393956196285003,0.6315692250854346,0.5028253116166094,0.9492559764336344
82,0.9459048146098505,0.4738702522872193,0.6314185445142224,0.5031675137165463,0.9506879416205926
83,0.9438846907360762,0.46749376212919325,0.6252897005654956,0.4988521979244329,0.9492838027655561
84,0.9418217161899473,0.4701275298031605,0.6271844660194175,0.4897165903516624,0.9479594165271202
85,0.9459459459459459,0.4730385361796507,0.6306889063438526,0.5006497108994196,0.9504861207010277
86,0.9415172413793104,0.4731078458552814,0.6297628932558355,0.48853136412826587,0.9485155157714305
87,0.9444065018440104,0.4792070973107846,0.6357993470964182,0.4890437249435138,0.9483712122845342
88,0.9426343636869953,0.4692265040199612,0.6265617769551134,0.49611081178630656,0.9494116852289576
89,0.9441757634378887,0.4735930135846964,0.6307869836141242,0.4872477889367296,0.9482154139459543
90,0.941481897277575,0.4649986138064874,0.6225294608889301,0.4894165048415231,0.9486319011362079
91,0.9456582633053221,0.4679789298586083,0.6261127596439169,0.5018563992754255,0.9507824038462033
92,0.9439740333051087,0.463612420293873,0.6218276471135075,0.4908001213573189,0.947581696494275
93,0.9439596400327243,0.47983088439146104,0.636246668504733,0.5008439472267976,0.9499389908725375
94,0.9441666666666667,0.4711671749376213,0.6286295542814869,0.49914455244411604,0.9496632063273001
95,0.9469959761343139,0.4730385361796507,0.6309221169401432,0.5059065151710496,0.9505017318827825
96,0.9434369602763385,0.4543249237593568,0.6133046407185628,0.48490329877131877,0.9472600474649784
97,0.9463852844716955,0.4600083171610757,0.6190942586633087,0.5076336799791502,0.949994477943348
98,0.9471613265879708,0.4671472137510396,0.6256962495358336,0.5025092256486108,0.9500104157049301
99,0.9470471323111869,0.4623648461325201,0.6213673621460507,0.5041365799082866,0.9507541690318074
100,0.9464662076717718,0.4668699750485168,0.6252958923184034,0.5133758827560296,0.9526608777431529
101,0.9448955916473318,0.4516218464097588,0.6111423747889702,0.4963615881931391,0.9493448371839042
102,0.9455219623502567,0.45952314943166067,0.6184701492537313,0.5017828587094955,0.9502983755031384
103,0.944860351281313,0.45487940116440256,0.614110601665575,0.49088335450829823,0.94754191559636
104,0.9454649827784156,0.4566121430551705,0.6158160403813797,0.49751150571385583,0.9490553425337216
105,0.9458955223880597,0.45682007208206266,0.6160964666292765,0.5042065049861426,0.9504056014378304
106,0.9439319688671087,0.4539090657055725,0.6130300477393991,0.4972543829715743,0.9493123498762899
107,0.9482099900948069,0.46444413640144167,0.6234938357757619,0.5140406710099704,0.9522228412999778
108,0.947247376742849,0.4567507624064319,0.6163198503624036,0.5041919661085686,0.9500522613535344
109,0.945054945054945,0.4589686720266149,0.6178679729414509,0.5021837932593148,0.9504816635390032
110,0.9440104166666666,0.4522456334904353,0.6115276476101218,0.5045290142148682,0.9516297606886894
111,0.9450186620729256,0.45626559467701694,0.6154061886510237,0.49792155590913834,0.9485884831757343
112,0.9489411082100377,0.45342389797615745,0.6136384954507081,0.5027187701063446,0.9506067089370287
113,0.9463842220598977,0.4489880787357915,0.6090349269026465,0.4974354266137462,0.9494357619895163
114,0.9428821215212007,0.4485029110063765,0.6078624771030013,0.48724590426741443,0.9486290490511609
115,0.9445086705202312,0.45300803992237315,0.6123290237961402,0.48625599132529024,0.9481733608955013
116,0.9432532875929103,0.4573745494871084,0.6160380881254667,0.4938207077925615,0.949224954103351
117,0.9426658905704307,0.4489880787357915,0.608262910798122,0.48788803802693437,0.9481768296672792
118,0.9436910377358491,0.44372054338785694,0.6036205921176693,0.4940954848861828,0.9504569316868821
119,0.943075117370892,0.4455225949542556,0.6051591037469403,0.4876479157711282,0.9485707565476597
120,0.941245766455603,0.44302744663154975,0.6024789104104812,0.49112824613135087,0.9487427617342652
121,0.9442003514938488,0.44683947879123925,0.6066051938276251,0.4957687250742867,0.9496871863780868
122,0.9443799012489108,0.4507208206265595,0.6102092521347471,0.49335811763228915,0.9487694032624167
123,0.9414394922832828,0.4523842528416967,0.6111137119048734,0.4815388948052975,0.947903145005967
124,0.9459892269617121,0.45037427224840587,0.6102267925059868,0.5012228042217823,0.9498316756368295
125,0.9457202505219207,0.43956196285001387,0.6001703416296016,0.49412156255548234,0.9494134000401306
126,0.9461447910535609,0.44566121430551703,0.605917828872974,0.49716164954874087,0.9496078313001725
127,0.9476744186046512,0.4406016079844746,0.6015329295987888,0.5069178902657829,0.9511701998959587
128,0.9507879869164436,0.4432353756584419,0.604613784627021,0.5132141858213174,0.9526413499717943
129,0.9484536082474226,0.4463543110618242,0.6070317654821378,0.5103779123525688,0.9513563115137442
130,0.9442319011183049,0.4447601885223177,0.6046928006030908,0.5022648340398663,0.9510624290767229
131,0.940032414910859,0.44219573052398115,0.6014612302616074,0.47450703973990643,0.9463926178975524
132,0.9454734034671803,0.4422650401996119,0.6026349341266468,0.49436660802909127,0.9487769709715563
133,0.9460093896713615,0.44690878846687,0.6070419883261156,0.49655020897521074,0.9490038640540468
134,0.9471352628470171,0.44455225949542554,0.6050943396226415,0.4989508930563244,0.9497056289280623
135,0.9458557120046451,0.4516218464097588,0.6113430595299526,0.49626489311848004,0.9500132388342228
136,0.9431902021543456,0.44302744663154975,0.6028766800282952,0.48704374463638495,0.9480514612003488
137,0.9455171381529711,0.4378292209592459,0.5985124828272301,0.4971553801385701,0.949333980934706
138,0.9469901168014375,0.43831438868866096,0.599260873685208,0.495689415112494,0.9488194848228326
139,0.9481337130864937,0.43838369836429164,0.5995544812550357,0.49964710528639744,0.9501204867474311
140,0.9462543161687434,0.43685888550041585,0.5977523827587842,0.4940925232629733,0.9488108132405426
141,0.9428787878787879,0.4313141114499584,0.5918774966711052,0.49011921725760155,0.9482495719211668
142,0.9480734497290789,0.43658164679789296,0.5978549734244495,0.5087732510499532,0.9513355470698901
143,0.949252801992528,0.42265040199611864,0.5848839439861883,0.50359937222819,0.9501305394399099
144,0.9463707813222376,0.42563071804823954,0.5871778935793852,0.4988781602058151,0.9512079850234224
145,0.9472400121988411,0.43055170501802054,0.5920137234346707,0.4962348537973549,0.9492642012430765
146,0.9446561975910962,0.42944275020792905,0.5904607614237385,0.48638364882441254,0.9476658966602798
147,0.94379007007604,0.43873024674244526,0.5990063875088716,0.4909745109629291,0.9489977716718438
148,0.9474474474474475,0.4373440532298309,0.5984446130500758,0.5054658102524164,0.9503925864442584
149,0.9506501644994517,0.42057111172719713,0.5831531401662583,0.5025398419093223,0.9495767492924677
150,0.9505778588807786,0.4332547823676185,0.5952199581032185,0.5096939312417248,0.9518081258322479
151,0.9515620069422531,0.41800665372886053,0.5808533179235288,0.5063716054028624,0.950450967908346
152,0.9485444531864673,0.4177987247019684,0.5800894962228745,0.5013888474347112,0.9497758177618121
153,0.9454403741231489,0.420363182700305,0.5819699659358057,0.49238393590955065,0.9484059375789167
154,0.9457055214723926,0.4273634599390075,0.5886958182165362,0.4903406466708124,0.9489645726216029
155,0.9490659428388951,0.4119767119489881,0.5745493209608042,0.5072619770350351,0.9512470090574716
156,0.9416092673763307,0.41689769891876904,0.5779208301306688,0.4822935702467794,0.9471573194926599
157,0.9432423957353402,0.4169670085943998,0.5782947226761511,0.49013110221307876,0.948773079391209
158,0.9458143552693576,0.4173828666481841,0.579177686943977,0.484490902355052,0.9479548036428342
159,0.9464060529634301,0.4161352924868312,0.5780858848449837,0.49709757079202577,0.9496386627235294
160,0.9455728340209457,0.41301635708344886,0.5749155812831646,0.48740263952168483,0.9478767380112703
161,0.944241461477363,0.4119767119489881,0.5736621145587029,0.48869429186742885,0.9484761745990707
162,0.9497027157319621,0.40962018297754366,0.5723693767856278,0.5010090288737492,0.950061432007121
163,0.947477650063857,0.4113529248683116,0.5736516528126813,0.49449584249641604,0.9499992540164277
164,0.949346925772539,0.4130856667590796,0.5756785472809814,0.49715211081424787,0.9493018217394732
165,0.9480896340480413,0.40761020238425283,0.5701129368426155,0.49379770713438875,0.9490032948245132
166,0.9458159666559794,0.40892708622123647,0.5709861608438981,0.48852955638422885,0.9489140519932415
167,0.9448629588075012,0.4085805378430829,0.5704746697633909,0.48129288776571144,0.9480946404804254
168,0.9453376205787781,0.40754089270862215,0.5695466873304921,0.49154360417082704,0.9489030868981638
169,0.9473259007917273,0.4063626282228999,0.5687539409225397,0.494793543322932,0.9492360846741013
170,0.9474967490247074,0.40400609925145553,0.5664723032069972,0.4954562161317232,0.9497070891655949
171,0.9462451861360719,0.4087191571943443,0.5708615682478219,0.49368881940313986,0.949730869697215
172,0.9454429775727692,0.4119767119489881,0.5738836591841662,0.4945188431545887,0.9495947235418035
173,0.946725860155383,0.41384807319101746,0.5759344104171691,0.491733724995823,0.9479427703309522
174,0.9467796068403388,0.41059051843637373,0.5727822093304327,0.49095643352255924,0.9490305265377545
175,0.9503637833468068,0.4074022733573607,0.5703197011594625,0.4978939397342755,0.9486071960256475
176,0.946925566343042,0.405600221790962,0.5679347826086956,0.49505662777427173,0.9481974752681174
177,0.9482871125611746,0.40289714444136404,0.5655219379317054,0.4970714931227263,0.9491088882076266
178,0.9462190352020861,0.402411976711949,0.5646761330480451,0.48715413241055816,0.9486801585513567
179,0.944902245920181,0.40532298308843917,0.5672988310617453,0.4904661502621459,0.9486199689092489
180,0.9483629255579085,0.4035209315220405,0.5661496572178734,0.5028578125466359,0.9503684796379545
181,0.9478517546736634,0.4006099251455503,0.563188151612589,0.49648089929958,0.9491718399749173
182,0.950133422281521,0.39485722206820073,0.5578730904817861,0.4952181708584277,0.9496485892751909
183,0.9492953183217236,0.4061546991960078,0.5689044221154312,0.4998304951495535,0.9504365819491309
184,0.9484828276092031,0.39430274466315496,0.5570351512777831,0.5011422634555389,0.949852478237122
185,0.9458012713282035,0.39187690601607983,0.5541507399784377,0.492008309776249,0.9489530768284004
186,0.9515513522482164,0.397490989742168,0.5607430945978978,0.5040007683296783,0.9506836296995446
187,0.9469811005184814,0.3924313834211256,0.5549076297348949,0.486505036913364,0.9471024214576793
188,0.9452305643416015,0.3935403382312171,0.5557132370932224,0.47846180675323935,0.9470551637195497
189,0.9502836169502836,0.39478791239257,0.5578297914014299,0.4977024342542725,0.948725051796355
190,0.9472803347280335,0.39229276406986413,0.5548203695534971,0.4860592549263717,0.9483440017389104
191,0.9470943903258314,0.3908372608816191,0.5533313708173879,0.486266760864234,0.9485738031936459
192,0.9504685408299867,0.3936789575824785,0.5567535777298569,0.4970228378842841,0.9491492532393322
193,0.9480046365292267,0.3967978929858608,0.5594371427175453,0.49176968756336725,0.9485812189330941
194,0.9480756469807564,0.39610479622955364,0.5587602659366445,0.4956556449153776,0.9486797769907727
195,0.9536005321802761,0.3974216800665373,0.5610293038501051,0.5171945689522809,0.952809831921045
196,0.950431399086449,0.389381757693374,0.5524362063031614,0.49910947451727083,0.9495455703237471
197,0.9495798319327731,0.38376767396728584,0.5466212547509749,0.5012087653585164,0.9507589700014534
198,0.950110300356355,0.3880648738563903,0.5510555582894543,0.5023025658888085,0.9500462002066592
199,0.9518524842069319,0.3864014416412531,0.5496672418042888,0.5000869255643315,0.9495608319394999
200,0.9508030431107354,0.3897976157471583,0.5529174654672369,0.502249256671037,0.9505521393310257
201,0.9505808912779609,0.37995564180759633,0.5429066600643724,0.49739427158992555,0.9490456817476756
202,0.952215464813206,0.3798170224563349,0.5430312639349948,0.49917251478273067,0.9491138470545951
203,0.953170398222526,0.38654006099251453,0.5500271216529414,0.5041334644345208,0.9502513978523466
204,0.9467739175081293,0.3834211255891322,0.5458043510433623,0.4902194893576955,0.948105567507486
205,0.94633553317124,0.3776684225117826,0.5398791241454474,0.49071984982954897,0.9488272694132887
206,0.9535045107564192,0.3809259772664264,0.5443740095087164,0.5034502525764584,0.950528909986366
207,0.9523643949930459,0.37967840310507345,0.5429137760158573,0.5035075619086946,0.9502530371614595
208,0.9560741249142073,0.38619351261436097,0.5501579778830964,0.5123070444785035,0.9524371437841912
209,0.950544699982708,0.3809952869420571,0.5439612092424917,0.5006222485751131,0.9505406690759255
210,0.9523071625344353,0.38335181591350154,0.5466495354813203,0.49919032298462696,0.948821245797282
211,0.9544264012572027,0.37884668699750484,0.5423964276854379,0.5076125255276536,0.9505758802283975
212,0.9525698516729907,0.38279733850845576,0.5461287451794721,0.5066313820672407,0.9510287233100295
213,0.9535374868004224,0.3755198225672304,0.538836399801094,0.5061329831899805,0.9502454049444987
214,0.9464720194647201,0.37746049348489047,0.5396888316321474,0.4905597298630392,0.9487259600262544
215,0.9532113259668509,0.38265871915719435,0.5460929772502473,0.5036356809594859,0.9502011847390848
216,0.9512409787009329,0.37454948710840036,0.5374707842259684,0.5069766227156653,0.9512397388239455
217,0.9475061039414021,0.37655946770169113,0.5389346295010414,0.49091339382942345,0.9497817800663125
218,0.9539333805811481,0.373163293595786,0.5364687126345157,0.510908927547773,0.9514239355604082
219,0.9517302573203195,0.3717077904075409,0.5346159597268605,0.49985634204301843,0.9507657072904958
220,0.9580166485703945,0.36692542278902135,0.5306204269820587,0.5231321619357108,0.9525701838664319
221,0.9554058973425555,0.36380648738563903,0.5269551249874511,0.50905452832958,0.9507778912312287
222,0.9537205081669692,0.36422234543942333,0.5271341157588524,0.5061775613886798,0.9502790334233284
223,0.9593189964157706,0.3710146936512337,0.5350859656137545,0.5173039566978378,0.9515871459624481
224,0.9550154181026664,0.3649154421957305,0.528057770422747,0.5075693704466004,0.9505318285921183
225,0.9468180998738056,0.3640144164125312,0.5258573216520651,0.4925170551034229,0.948846664261531
226,0.9522784355938285,0.3678957582478514,0.5307469253074693,0.5010958775128027,0.9497381612928909
227,0.9534718522464927,0.3721236484613252,0.5353208036292936,0.4977201270682515,0.9489986683089022
228,0.9502133712660028,0.37039090657055723,0.533014163175743,0.4984639560455114,0.948891698746457
229,0.9539816645694769,0.3678264485722207,0.5309389225151318,0.5145634936630494,0.9520719376593259
230,0.9583407831217593,0.3714998613806487,0.5354377903201638,0.5208391347813953,0.9536622550353797
231,0.9514598540145985,0.3613806487385639,0.5238095238095238,0.5005602852635476,0.9500345662625806
232,0.9524240231548481,0.3649154421957305,0.5276608538785328,0.5027131545610382,0.9507661725954939
233,0.9547453279589593,0.36117271971167175,0.524087297596299,0.5075389849617236,0.9506549869631309
234,0.9575669276998725,0.3644302744663155,0.5279381495054972,0.5197706042049819,0.9527439468495593
235,0.9515329539195888,0.35923204879401166,0.521559748427673,0.49929409518487755,0.9496822539419587
236,0.9592482322292519,0.3572913778763515,0.5206544793455207,0.5248069021667389,0.9536293625737726
237,0.9558687187094381,0.3572913778763515,0.5201553907471873,0.5005934785210776,0.9498574772512515
238,0.9541492989768852,0.3490435264762961,0.5111133664873643,0.5013535771946706,0.9500716493522221
239,0.9564892623716154,0.35500415858053785,0.5178183288682202,0.5090140656332627,0.9512043776782281
240,0.9590986555576595,0.35105350706958693,0.5139783855091583,0.5137448933154087,0.953372939031178
241,0.9569369032016476,0.35424175214859993,0.5170721837219889,0.5108780420485878,0.9513309010346136
242,0.9537861915367484,0.35618242306626,0.5186717803794912,0.5041477725362602,0.9508505932809157
243,0.9530808366308648,0.3505683393401719,0.5125918419052445,0.49301230004427815,0.9483932739905916
244,0.9526938239159002,0.3517466038258941,0.5137939762085548,0.4960676951678925,0.9496790960625274
245,0.954275092936803,0.35583587468810646,0.5183764135702746,0.5002728539616672,0.9496902316196469
246,0.9567067530064755,0.358400332686443,0.5214541420864216,0.514693074294126,0.9514289327563785
247,0.9563932002956393,0.3587468810645966,0.5217741935483872,0.5165936286792207,0.9520872629346255
248,0.955493998153278,0.3586082617133352,0.521493725747115,0.5058029737466334,0.9510399575979953
249,0.9538921037894343,0.35417244247296925,0.5165529441496083,0.5038894574521671,0.9493125511353502
250,0.9585453175051818,0.3525783199334627,0.5155307828730682,0.5130414885718269,0.9511445759538426
251,0.960144239893718,0.35063764901580263,0.5136822866426359,0.5135732730198126,0.9527590216295923
